Student ID,Name,Gender,Age,Department,Semester,Attendance (%),Internal Marks,Midterm Marks,Final Exam Marks,Total Marks,GPA,Result,Backlogs,Scholarship,Hostel Resident,Extra Curricular Score,Parental Income (USD),Internet Access,Study Hours per Day
STD17297,Student_17297,Female,23,EEE,7,84.47,16,46,69,131,3.7,Fail,2,No,No,33.54,3605.04,Yes,4.05
STD17298,Student_17298,Female,23,CSE,2,91.31,18,26,62,106,3.3,Fail,1,No,No,43.89,5099.07,Yes,5.11
STD17299,Student_17299,Female,17,BBA,5,88.13,29,44,69,142,4.0,Pass,0,No,Yes,80.76,5309.97,Yes,4.32
STD17300,Student_17300,Male,23,ME,8,97.94,21,30,34,85,2.5,Fail,1,No,No,63.95,4459.63,Yes,4.38
STD17301,Student_17301,Male,24,Textile,5,90.56,13,42,38,93,3.0,Fail,2,No,No,78.12,5133.18,Yes,0.5
STD17302,Student_17302,Female,24,CE,1,92.66,23,26,46,95,3.0,Fail,1,No,No,57.83,7394.08,Yes,4.54
STD17303,Student_17303,Male,22,BBA,5,100.0,20,38,62,120,3.7,Fail,2,No,No,22.83,4004.37,Yes,2.92
STD17304,Student_17304,Female,21,ME,5,82.05,28,26,46,100,3.0,Pass,0,No,No,52.44,5156.57,Yes,1.88
STD17305,Student_17305,Female,21,BBA,5,95.05,23,35,35,93,3.0,Pass,0,No,No,77.64,3282.4,Yes,0.5
STD17306,Student_17306,Female,19,Textile,8,86.06,20,40,56,116,3.3,Fail,1,No,No,83.78,6187.77,Yes,4.08
STD17307,Student_17307,Female,21,ME,6,82.52,29,35,56,120,3.7,Pass,0,Yes,No,66.86,5358.89,Yes,6.88
STD17308,Student_17308,Female,19,CE,1,83.75,22,34,43,99,3.0,Fail,1,No,No,42.57,5736.88,Yes,0.5
STD17309,Student_17309,Female,23,BBA,3,92.98,23,21,34,78,2.5,Fail,1,No,Yes,69.37,6846.32,Yes,1.95
STD17310,Student_17310,Male,21,ME,6,83.63,22,48,46,116,3.3,Pass,0,No,No,77.6,6744.58,Yes,4.12
STD17311,Student_17311,Male,22,CSE,6,68.02,26,26,33,85,2.5,Pass,0,Yes,Yes,74.76,5497.63,Yes,2.57
STD17312,Student_17312,Female,19,EEE,7,80.37,25,34,36,95,3.0,Fail,2,No,No,64.8,3823.26,Yes,0.72
STD17313,Student_17313,Female,20,Textile,7,99.24,17,20,66,103,3.0,Fail,2,No,No,40.56,6625.75,Yes,3.42
STD17314,Student_17314,Female,20,ME,7,92.1,26,40,43,109,3.3,Fail,2,No,No,80.3,3865.51,Yes,5.07
STD17315,Student_17315,Male,21,ME,7,62.55,21,26,42,89,2.5,Fail,1,Yes,No,37.94,1871.17,Yes,4.05
STD17316,Student_17316,Female,21,ME,7,78.03,28,47,58,133,3.7,Pass,0,No,Yes,54.01,5275.01,Yes,3.89
STD17317,Student_17317,Female,23,BBA,1,74.18,18,48,63,129,3.7,Pass,0,No,No,77.1,3237.16,Yes,2.18
STD17318,Student_17318,Female,19,Textile,2,66.37,20,35,63,118,3.3,Pass,0,No,No,86.53,7051.01,Yes,3.78
STD17319,Student_17319,Male,24,EEE,3,84.38,10,32,67,109,3.3,Pass,0,No,No,47.96,5593.27,Yes,4.08
STD17320,Student_17320,Female,23,Textile,7,97.26,26,42,68,136,4.0,Fail,2,No,No,49.15,9198.25,Yes,3.38
STD17321,Student_17321,Male,24,BBA,8,75.44,28,24,54,106,3.3,Fail,1,Yes,No,52.39,8419.6,Yes,4.97
STD17322,Student_17322,Male,19,ME,6,79.41,22,26,64,112,3.3,Fail,1,Yes,Yes,60.1,5016.16,Yes,4.0
STD17323,Student_17323,Female,22,Textile,6,81.94,21,27,49,97,3.0,Pass,0,No,Yes,45.59,5945.57,Yes,0.5
STD17324,Student_17324,Male,18,ME,1,67.17,21,30,60,111,3.3,Fail,1,No,Yes,48.58,8174.97,Yes,2.24
STD17325,Student_17325,Male,20,EEE,2,100.0,22,49,54,125,3.7,Pass,0,Yes,No,38.6,4496.39,No,1.94
STD17326,Student_17326,Male,18,CSE,7,93.49,15,29,58,102,3.0,Fail,1,No,Yes,33.9,2953.64,Yes,0.5
STD17327,Student_17327,Female,18,BBA,8,86.77,22,34,63,119,3.3,Pass,0,No,No,54.81,3407.24,Yes,2.69
STD17328,Student_17328,Male,17,CSE,2,78.29,20,32,39,91,3.0,Fail,2,No,No,53.44,3385.4,Yes,3.27
STD17329,Student_17329,Female,19,Textile,4,72.18,29,40,48,117,3.3,Pass,0,No,No,56.55,3749.33,Yes,1.54
STD17330,Student_17330,Female,17,ME,7,77.19,20,45,68,133,3.7,Fail,1,No,No,47.76,2081.78,Yes,4.26
STD17331,Student_17331,Female,24,ME,4,96.05,21,41,40,102,3.0,Pass,0,No,Yes,31.73,7486.02,Yes,1.95
STD17332,Student_17332,Male,17,CE,6,78.44,24,26,69,119,3.3,Fail,2,Yes,No,45.64,4920.57,Yes,4.3
STD17333,Student_17333,Female,24,CE,6,84.29,18,42,69,129,3.7,Fail,1,No,Yes,45.58,3297.17,Yes,2.31
STD17334,Student_17334,Male,18,CSE,5,85.55,23,40,65,128,3.7,Fail,2,Yes,No,30.42,3287.03,Yes,3.61
STD17335,Student_17335,Male,17,CE,3,100.0,12,21,52,85,2.5,Fail,2,No,Yes,69.37,5965.83,Yes,3.57
STD17336,Student_17336,Male,22,Textile,1,79.04,16,25,67,108,3.3,Fail,1,No,No,43.92,2809.13,Yes,2.92
STD17337,Student_17337,Male,19,EEE,5,73.7,15,32,54,101,3.0,Fail,1,No,Yes,56.32,9386.33,Yes,3.68
STD17338,Student_17338,Female,18,Textile,3,66.64,12,40,50,102,3.0,Fail,1,No,No,44.41,3904.19,Yes,3.97
STD17339,Student_17339,Female,19,CSE,6,78.39,19,25,67,111,3.3,Fail,2,No,Yes,47.82,5089.88,Yes,1.13
STD17340,Student_17340,Male,22,Textile,4,100.0,26,31,56,113,3.3,Fail,1,No,No,51.4,1715.3,Yes,2.28
STD17341,Student_17341,Female,21,CE,1,90.73,24,31,31,86,2.5,Pass,0,No,Yes,48.05,3384.09,Yes,4.67
STD17342,Student_17342,Female,17,CE,2,99.83,23,34,35,92,3.0,Pass,0,No,Yes,54.64,6164.07,No,3.63
STD17343,Student_17343,Female,18,EEE,2,89.6,20,31,64,115,3.3,Pass,0,No,No,63.92,6649.74,Yes,4.68
STD17344,Student_17344,Male,24,Textile,5,81.6,27,22,38,87,2.5,Pass,0,Yes,No,77.74,7213.65,Yes,0.5
STD17345,Student_17345,Female,20,EEE,5,92.02,24,20,49,93,3.0,Fail,1,No,No,39.59,3094.96,Yes,4.72
STD17346,Student_17346,Male,19,CSE,1,75.66,28,31,62,121,3.7,Pass,0,No,Yes,20.54,5217.14,Yes,2.89
STD17347,Student_17347,Female,23,BBA,2,91.53,17,44,58,119,3.3,Fail,2,No,Yes,77.92,5405.49,Yes,2.23
STD17348,Student_17348,Male,22,Textile,7,95.14,20,29,56,105,3.3,Fail,2,No,No,60.79,6186.54,Yes,3.58
STD17349,Student_17349,Male,17,Textile,7,94.97,10,20,30,60,2.0,Fail,2,No,No,65.03,5387.0,Yes,5.36
STD17350,Student_17350,Male,19,EEE,5,82.94,12,45,42,99,3.0,Fail,1,No,No,46.92,7646.3,Yes,0.76
STD17351,Student_17351,Female,22,CE,8,97.1,28,44,32,104,3.0,Fail,2,Yes,Yes,98.39,5417.64,Yes,3.54
STD17352,Student_17352,Male,19,CSE,2,73.86,20,29,30,79,2.5,Pass,0,Yes,No,63.76,5389.8,Yes,1.15
STD17353,Student_17353,Female,21,BBA,4,92.31,28,39,49,116,3.3,Fail,2,No,No,52.19,3312.33,No,1.81
STD17354,Student_17354,Male,23,Textile,5,87.78,27,31,69,127,3.7,Fail,1,Yes,Yes,34.96,10475.08,Yes,1.97
STD17355,Student_17355,Female,22,CSE,6,78.01,23,34,55,112,3.3,Pass,0,No,No,85.5,3330.47,Yes,2.52
STD17356,Student_17356,Male,19,CE,7,74.0,23,27,41,91,3.0,Fail,2,No,Yes,33.06,5275.48,Yes,3.18
STD17357,Student_17357,Female,24,BBA,3,84.23,22,25,35,82,2.5,Pass,0,No,Yes,100.0,7050.16,Yes,2.5
STD17358,Student_17358,Male,23,BBA,8,85.7,28,35,38,101,3.0,Fail,1,No,No,77.8,7989.22,No,2.65
STD17359,Student_17359,Male,21,EEE,5,78.73,21,47,65,133,3.7,Fail,1,Yes,No,48.4,5559.37,Yes,3.2
STD17360,Student_17360,Male,21,ME,4,72.01,28,27,49,104,3.0,Fail,1,No,No,68.38,4747.24,Yes,1.77
STD17361,Student_17361,Female,21,CE,1,93.42,20,43,39,102,3.0,Fail,1,Yes,No,40.31,4917.37,Yes,1.53
STD17362,Student_17362,Male,17,ME,7,94.67,10,21,39,70,2.0,Fail,0,No,No,80.66,7879.35,Yes,2.59
STD17363,Student_17363,Male,22,CE,2,100.0,15,22,60,97,3.0,Fail,2,No,No,42.89,7855.33,Yes,5.0
STD17364,Student_17364,Male,19,CSE,7,78.31,19,44,49,112,3.3,Pass,0,No,Yes,34.01,5721.34,Yes,2.76
STD17365,Student_17365,Male,19,ME,8,85.65,18,21,54,93,3.0,Fail,1,Yes,Yes,35.38,5702.57,No,6.39
STD17366,Student_17366,Female,23,Textile,6,94.6,15,23,60,98,3.0,Fail,2,No,No,68.11,2501.61,Yes,4.13
STD17367,Student_17367,Male,23,Textile,1,95.53,22,36,38,96,3.0,Pass,0,No,No,62.01,6880.7,Yes,3.61
STD17368,Student_17368,Male,22,Textile,7,88.75,15,39,53,107,3.3,Fail,2,No,Yes,62.31,4786.13,No,2.64
STD17369,Student_17369,Female,21,BBA,5,92.21,29,38,33,100,3.0,Fail,2,No,No,47.39,3325.47,Yes,1.65
STD17370,Student_17370,Female,19,EEE,3,78.34,26,48,66,140,4.0,Pass,0,No,No,54.26,1000.0,No,2.82
STD17371,Student_17371,Female,19,CE,1,86.14,11,49,53,113,3.3,Fail,1,No,No,64.02,3967.25,Yes,3.82
STD17372,Student_17372,Male,21,EEE,7,76.27,11,39,43,93,3.0,Fail,1,No,No,86.46,5787.78,Yes,1.01
STD17373,Student_17373,Female,20,CE,3,91.73,19,48,37,104,3.0,Fail,2,No,No,53.3,5514.23,Yes,3.2
STD17374,Student_17374,Female,20,Textile,5,95.81,10,38,56,104,3.0,Fail,1,No,Yes,67.95,4935.68,Yes,3.24
STD17375,Student_17375,Female,21,BBA,7,100.0,11,24,59,94,3.0,Pass,0,No,No,90.66,3678.76,Yes,2.59
STD17376,Student_17376,Male,23,BBA,3,99.79,24,23,43,90,3.0,Pass,0,No,No,72.45,4539.55,Yes,2.37
STD17377,Student_17377,Male,17,BBA,3,67.85,13,49,69,131,3.7,Fail,1,No,No,50.05,5467.98,Yes,4.58
STD17378,Student_17378,Male,23,BBA,4,74.71,17,30,69,116,3.3,Fail,1,Yes,Yes,59.19,6631.69,Yes,2.58
STD17379,Student_17379,Female,23,BBA,7,99.89,28,28,47,103,3.0,Fail,1,No,No,67.62,7024.01,Yes,3.88
STD17380,Student_17380,Male,24,Textile,1,90.62,29,40,42,111,3.3,Fail,2,No,No,26.98,4936.31,Yes,3.12
STD17381,Student_17381,Female,24,EEE,5,86.08,26,24,58,108,3.3,Fail,2,Yes,No,46.96,6191.78,Yes,3.64
STD17382,Student_17382,Female,19,CSE,4,84.47,16,21,57,94,3.0,Pass,0,No,Yes,64.5,5367.42,Yes,0.6
STD17383,Student_17383,Female,23,ME,3,75.38,14,39,33,86,2.5,Pass,0,Yes,Yes,97.2,3823.97,Yes,1.8
STD17384,Student_17384,Male,19,EEE,4,65.31,10,23,56,89,2.5,Fail,2,No,No,88.26,2411.26,Yes,0.5
STD17385,Student_17385,Female,20,Textile,4,75.72,27,24,65,116,3.3,Pass,0,No,Yes,35.82,7573.56,No,3.12
STD17386,Student_17386,Female,23,ME,3,82.88,14,40,53,107,3.3,Fail,2,No,Yes,38.96,5753.13,Yes,3.15
STD17387,Student_17387,Male,21,CSE,5,87.17,16,32,53,101,3.0,Fail,2,No,No,95.08,2763.55,Yes,4.88
STD17388,Student_17388,Female,22,CE,7,82.18,23,23,32,78,2.5,Fail,2,Yes,Yes,37.2,7905.03,Yes,6.35
STD17389,Student_17389,Female,22,CSE,8,72.15,16,29,48,93,3.0,Fail,2,Yes,No,33.09,6331.84,No,3.01
STD17390,Student_17390,Female,23,CSE,2,79.63,26,32,68,126,3.7,Pass,0,No,No,24.18,10636.95,Yes,1.93
STD17391,Student_17391,Male,17,Textile,4,86.25,22,31,38,91,3.0,Pass,0,No,No,49.2,7346.0,Yes,1.75
STD17392,Student_17392,Female,23,CE,1,87.45,13,31,51,95,3.0,Fail,1,No,No,97.2,5003.77,Yes,0.5
STD17393,Student_17393,Male,21,ME,3,80.88,21,21,51,93,3.0,Fail,2,No,No,77.3,3289.25,Yes,0.95
STD17394,Student_17394,Male,20,BBA,2,81.33,27,49,45,121,3.7,Fail,2,No,No,59.75,2674.69,Yes,2.46
STD17395,Student_17395,Female,20,CE,8,93.02,21,42,37,100,3.0,Fail,1,No,No,92.11,6015.58,Yes,5.39
STD17396,Student_17396,Female,23,CE,4,87.44,13,33,46,92,3.0,Fail,1,No,No,97.69,5955.38,Yes,2.92
STD17397,Student_17397,Female,24,CSE,8,81.19,25,29,66,120,3.7,Fail,1,No,No,49.53,4865.82,Yes,3.01
STD17398,Student_17398,Female,19,CE,3,88.47,23,34,56,113,3.3,Fail,1,No,No,28.01,5942.48,No,5.18
STD17399,Student_17399,Male,18,EEE,3,64.89,17,21,64,102,3.0,Fail,2,No,No,33.72,4075.42,Yes,3.58
STD17400,Student_17400,Male,17,BBA,4,82.04,26,35,64,125,3.7,Pass,0,No,Yes,43.39,4086.9,Yes,4.75
STD17401,Student_17401,Female,17,CSE,7,83.43,14,26,43,83,2.5,Pass,0,Yes,Yes,58.45,6100.49,Yes,4.79
STD17402,Student_17402,Male,18,ME,6,84.76,11,28,51,90,3.0,Pass,0,No,No,93.88,3677.38,Yes,2.56
STD17403,Student_17403,Female,22,ME,6,76.26,29,34,51,114,3.3,Fail,1,Yes,Yes,78.05,5791.82,Yes,0.5
STD17404,Student_17404,Female,22,ME,1,91.45,11,43,40,94,3.0,Fail,2,No,No,42.77,4240.41,Yes,8.0
STD17405,Student_17405,Female,22,ME,3,72.43,21,28,61,110,3.3,Pass,0,Yes,No,71.78,2963.98,Yes,2.73
STD17406,Student_17406,Female,20,ME,3,68.03,26,33,56,115,3.3,Fail,2,No,Yes,72.58,4881.47,No,4.95
STD17407,Student_17407,Male,21,CSE,4,83.16,26,48,49,123,3.7,Fail,2,No,No,32.69,5062.08,Yes,2.86
STD17408,Student_17408,Male,17,EEE,2,79.07,17,27,63,107,3.3,Pass,0,No,No,49.86,6364.48,Yes,1.22
STD17409,Student_17409,Female,18,EEE,3,71.81,16,31,48,95,3.0,Fail,2,Yes,No,20.03,5719.02,Yes,1.18
STD17410,Student_17410,Female,19,ME,7,89.2,27,21,39,87,2.5,Fail,1,No,Yes,69.98,7163.21,Yes,4.06
STD17411,Student_17411,Male,23,EEE,3,84.59,17,28,42,87,2.5,Fail,2,No,No,54.02,7063.34,Yes,5.89
STD17412,Student_17412,Male,19,BBA,4,94.5,24,26,57,107,3.3,Fail,1,No,No,60.26,3132.09,Yes,0.62
STD17413,Student_17413,Male,23,EEE,6,88.19,23,48,37,108,3.3,Fail,2,No,No,81.02,6425.06,Yes,1.28
STD17414,Student_17414,Female,20,CE,3,83.77,25,39,51,115,3.3,Pass,0,No,Yes,83.07,4940.64,Yes,0.5
STD17415,Student_17415,Male,17,ME,7,73.5,15,45,57,117,3.3,Fail,1,No,No,79.27,7034.58,No,3.52
STD17416,Student_17416,Female,21,CE,4,73.32,24,42,45,111,3.3,Fail,2,No,No,79.25,3828.81,Yes,4.34
STD17417,Student_17417,Female,17,CE,1,81.52,13,44,46,103,3.0,Fail,2,No,Yes,59.06,3439.19,Yes,2.58
STD17418,Student_17418,Male,23,ME,4,80.41,12,34,69,115,3.3,Pass,0,No,No,58.03,2590.52,Yes,1.33
STD17419,Student_17419,Female,22,Textile,7,92.82,22,20,69,111,3.3,Pass,0,No,Yes,89.34,6468.51,Yes,4.87
STD17420,Student_17420,Male,19,CSE,6,92.85,21,23,48,92,3.0,Fail,1,Yes,No,52.07,4109.72,Yes,3.66
STD17421,Student_17421,Female,17,Textile,2,69.22,18,49,67,134,3.7,Fail,2,No,No,30.06,4096.32,No,3.29
STD17422,Student_17422,Female,19,EEE,3,73.12,14,35,47,96,3.0,Fail,2,Yes,No,22.01,7433.6,Yes,2.0
STD17423,Student_17423,Female,18,Textile,1,68.01,21,28,66,115,3.3,Fail,2,No,No,78.78,5497.3,Yes,3.29
STD17424,Student_17424,Female,18,BBA,8,78.04,10,31,58,99,3.0,Pass,0,No,Yes,57.51,5942.66,Yes,1.87
STD17425,Student_17425,Female,19,Textile,3,96.22,10,29,44,83,2.5,Fail,1,No,No,82.11,1000.0,Yes,2.67
STD17426,Student_17426,Female,21,Textile,3,88.59,11,23,50,84,2.5,Pass,0,No,Yes,35.13,6413.08,Yes,0.57
STD17427,Student_17427,Male,24,CSE,7,86.71,17,42,36,95,3.0,Fail,1,No,Yes,54.25,6349.76,Yes,4.92
STD17428,Student_17428,Male,21,BBA,8,83.91,21,34,65,120,3.7,Pass,0,No,No,65.64,7165.51,Yes,2.98
STD17429,Student_17429,Female,24,Textile,6,78.08,26,37,51,114,3.3,Fail,1,No,No,97.34,7547.9,Yes,3.98
STD17430,Student_17430,Male,17,ME,4,93.61,18,33,66,117,3.3,Fail,2,No,No,45.87,5989.92,Yes,5.67
STD17431,Student_17431,Female,19,EEE,3,90.39,21,22,35,78,2.5,Pass,0,No,No,81.82,1662.45,Yes,2.42
STD17432,Student_17432,Male,20,Textile,6,94.64,15,43,69,127,3.7,Fail,2,No,No,56.41,4470.52,Yes,3.82
STD17433,Student_17433,Male,21,CSE,1,75.54,12,33,43,88,2.5,Fail,2,No,Yes,51.94,5963.36,Yes,5.6
STD17434,Student_17434,Female,23,ME,7,82.0,13,20,46,79,2.5,Pass,0,No,Yes,81.31,5088.97,Yes,4.79
STD17435,Student_17435,Male,21,CSE,6,72.19,18,38,30,86,2.5,Pass,0,No,No,90.86,4741.81,Yes,4.3
STD17436,Student_17436,Female,22,CE,6,76.54,22,43,31,96,3.0,Fail,1,No,No,62.85,6939.33,No,3.55
STD17437,Student_17437,Male,18,Textile,6,77.42,11,31,67,109,3.3,Fail,2,No,No,13.86,3582.6,Yes,2.15
STD17438,Student_17438,Female,21,EEE,7,89.97,12,35,65,112,3.3,Pass,0,No,Yes,44.56,4477.83,Yes,7.3
STD17439,Student_17439,Male,23,EEE,5,89.13,24,41,50,115,3.3,Pass,0,Yes,Yes,48.96,4831.38,Yes,0.5
STD17440,Student_17440,Female,21,ME,6,96.79,27,45,34,106,3.3,Pass,0,No,No,74.4,9521.26,Yes,2.47
STD17441,Student_17441,Male,23,ME,3,62.66,17,28,49,94,3.0,Fail,2,No,No,30.47,1024.2,Yes,3.06
STD17442,Student_17442,Female,24,ME,6,82.21,17,40,51,108,3.3,Pass,0,No,No,61.22,7757.7,Yes,5.09
STD17443,Student_17443,Male,22,EEE,4,100.0,24,28,69,121,3.7,Pass,0,Yes,Yes,62.43,2788.97,Yes,3.19
STD17444,Student_17444,Female,24,Textile,2,90.81,14,32,52,98,3.0,Fail,1,No,No,68.74,4986.8,Yes,1.98
STD17445,Student_17445,Male,23,CE,3,82.91,17,44,30,91,3.0,Fail,1,Yes,No,82.26,6161.87,No,1.36
STD17446,Student_17446,Female,21,EEE,6,92.85,23,45,42,110,3.3,Fail,2,Yes,Yes,33.4,5779.27,Yes,5.55
STD17447,Student_17447,Male,22,ME,6,76.54,16,34,53,103,3.0,Fail,2,No,No,53.24,4814.56,Yes,6.3
STD17448,Student_17448,Female,19,BBA,4,74.22,23,31,54,108,3.3,Pass,0,No,No,50.44,7069.58,Yes,4.07
STD17449,Student_17449,Female,19,Textile,8,84.44,17,43,57,117,3.3,Pass,0,No,Yes,53.55,4775.62,Yes,1.96
STD17450,Student_17450,Female,18,CE,3,87.92,26,35,33,94,3.0,Fail,2,No,Yes,51.67,4284.53,Yes,4.55
STD17451,Student_17451,Female,17,EEE,5,92.16,16,29,52,97,3.0,Fail,2,No,Yes,62.01,5471.46,Yes,3.94
STD17452,Student_17452,Male,22,BBA,5,92.56,27,36,33,96,3.0,Fail,1,Yes,No,80.63,4416.28,Yes,1.73
STD17453,Student_17453,Male,21,Textile,1,76.61,22,27,69,118,3.3,Pass,0,No,Yes,40.78,4459.24,Yes,4.39
STD17454,Student_17454,Male,17,CE,5,88.34,21,43,63,127,3.7,Pass,0,No,No,43.15,7112.54,Yes,4.06
STD17455,Student_17455,Female,19,EEE,7,94.99,24,32,49,105,3.3,Fail,1,No,No,44.36,5748.88,Yes,5.48
STD17456,Student_17456,Female,21,Textile,7,93.33,22,29,46,97,3.0,Pass,0,No,Yes,85.95,3961.08,Yes,1.01
STD17457,Student_17457,Female,17,Textile,8,91.67,25,34,59,118,3.3,Fail,1,No,No,52.09,5522.57,Yes,2.37
STD17458,Student_17458,Female,22,ME,4,90.31,24,34,57,115,3.3,Fail,1,Yes,No,52.39,1000.0,No,2.21
STD17459,Student_17459,Female,22,EEE,5,89.46,15,29,53,97,3.0,Fail,2,No,No,100.0,5142.1,Yes,3.13
STD17460,Student_17460,Male,17,Textile,4,84.74,17,48,60,125,3.7,Fail,2,No,No,49.33,6006.19,Yes,2.93
STD17461,Student_17461,Male,23,CE,3,100.0,23,22,61,106,3.3,Fail,2,No,No,39.12,5800.61,Yes,0.66
STD17462,Student_17462,Male,22,ME,1,93.43,24,28,67,119,3.3,Fail,2,No,No,23.5,2387.8,No,5.53
STD17463,Student_17463,Female,20,Textile,6,82.02,15,27,58,100,3.0,Fail,1,No,No,99.25,4597.39,Yes,2.21
STD17464,Student_17464,Female,19,CSE,6,68.12,16,29,36,81,2.5,Fail,2,No,No,83.33,6195.59,Yes,3.38
STD17465,Student_17465,Female,18,BBA,6,100.0,28,26,44,98,3.0,Pass,0,No,Yes,57.54,6445.71,Yes,0.86
STD17466,Student_17466,Female,18,Textile,8,76.97,11,21,35,67,2.0,Fail,2,No,Yes,45.36,5954.31,Yes,4.79
STD17467,Student_17467,Female,20,ME,1,70.62,13,20,46,79,2.5,Pass,0,No,Yes,71.86,4681.62,Yes,1.79
STD17468,Student_17468,Female,17,ME,6,94.82,29,24,62,115,3.3,Pass,0,No,No,55.32,2523.58,Yes,3.37
STD17469,Student_17469,Female,22,CE,5,85.0,21,36,30,87,2.5,Fail,1,No,No,75.14,2609.02,No,1.84
STD17470,Student_17470,Male,20,Textile,7,90.56,22,35,32,89,2.5,Fail,1,No,No,32.77,6529.98,Yes,3.5
STD17471,Student_17471,Male,20,Textile,6,72.46,21,39,42,102,3.0,Fail,2,No,No,59.64,6931.24,Yes,3.41
STD17472,Student_17472,Female,22,CE,6,93.24,22,23,40,85,2.5,Fail,2,No,Yes,41.46,2822.17,Yes,2.25
STD17473,Student_17473,Female,19,BBA,2,99.93,24,33,41,98,3.0,Pass,0,No,Yes,51.11,4091.75,Yes,0.62
STD17474,Student_17474,Female,22,CE,7,84.77,24,21,47,92,3.0,Fail,2,No,Yes,38.18,5574.7,Yes,3.75
STD17475,Student_17475,Male,24,ME,5,79.11,23,23,69,115,3.3,Pass,0,No,Yes,70.6,5588.92,Yes,1.99
STD17476,Student_17476,Male,22,BBA,6,76.35,12,34,45,91,3.0,Fail,1,No,No,37.35,5837.46,Yes,5.21
STD17477,Student_17477,Female,23,BBA,2,92.76,17,20,62,99,3.0,Pass,0,No,Yes,92.32,5240.0,Yes,0.85
STD17478,Student_17478,Male,21,EEE,5,96.33,21,37,33,91,3.0,Fail,2,No,No,61.06,3214.96,Yes,5.16
STD17479,Student_17479,Male,17,ME,4,81.32,27,47,53,127,3.7,Pass,0,No,Yes,40.96,6299.41,Yes,5.27
STD17480,Student_17480,Male,18,ME,4,79.68,29,27,65,121,3.7,Fail,1,No,No,50.41,6326.89,Yes,4.91
STD17481,Student_17481,Female,18,CE,6,85.44,10,48,36,94,3.0,Pass,0,No,No,59.7,3329.75,Yes,3.99
STD17482,Student_17482,Male,20,ME,6,82.4,16,39,38,93,3.0,Fail,2,No,No,100.0,7047.51,Yes,0.57
STD17483,Student_17483,Male,23,Textile,8,71.07,23,48,66,137,4.0,Fail,1,No,Yes,81.66,1000.0,Yes,3.5
STD17484,Student_17484,Female,20,CE,8,66.28,28,35,48,111,3.3,Fail,1,No,No,5.0,4118.45,Yes,2.37
STD17485,Student_17485,Female,20,ME,2,82.16,28,35,58,121,3.7,Fail,2,No,No,55.11,7934.47,Yes,1.94
STD17486,Student_17486,Male,17,Textile,1,77.36,21,23,35,79,2.5,Fail,2,Yes,No,40.79,8165.97,Yes,1.92
STD17487,Student_17487,Female,20,EEE,8,91.49,16,32,65,113,3.3,Fail,2,No,No,24.6,5912.18,Yes,3.38
STD17488,Student_17488,Male,20,ME,2,75.62,17,27,51,95,3.0,Fail,2,No,No,100.0,6153.11,Yes,4.24
STD17489,Student_17489,Male,21,EEE,3,59.83,20,44,51,115,3.3,Pass,0,No,Yes,57.76,6067.24,Yes,2.77
STD17490,Student_17490,Female,17,ME,1,81.96,17,43,67,127,3.7,Fail,1,No,Yes,49.01,5229.01,Yes,2.15
STD17491,Student_17491,Female,19,ME,2,91.82,25,36,32,93,3.0,Pass,0,No,No,100.0,6207.14,Yes,2.45
STD17492,Student_17492,Male,23,CSE,7,100.0,18,46,54,118,3.3,Pass,0,No,No,70.58,4929.1,Yes,2.1
STD17493,Student_17493,Female,19,Textile,8,100.0,18,27,43,88,2.5,Fail,2,No,No,49.75,6572.71,Yes,2.79
STD17494,Student_17494,Female,22,ME,7,79.68,13,28,34,75,2.5,Fail,2,Yes,No,69.02,3788.41,Yes,2.16
STD17495,Student_17495,Male,21,EEE,3,75.4,20,39,47,106,3.3,Pass,0,Yes,No,95.11,5663.68,Yes,0.93
STD17496,Student_17496,Male,18,BBA,3,85.07,19,33,57,109,3.3,Pass,0,No,Yes,50.92,2592.1,Yes,0.58
STD17497,Student_17497,Male,22,EEE,8,89.18,18,43,59,120,3.7,Fail,2,No,Yes,65.51,3019.93,Yes,3.38
STD17498,Student_17498,Male,19,Textile,7,79.0,14,29,65,108,3.3,Fail,1,No,No,87.49,5686.11,Yes,3.74
STD17499,Student_17499,Male,17,ME,8,79.72,12,40,35,87,2.5,Pass,0,No,Yes,44.52,3499.04,Yes,2.58
STD17500,Student_17500,Male,18,CE,6,96.71,22,36,60,118,3.3,Fail,1,No,No,83.83,5689.59,Yes,4.27
STD17501,Student_17501,Female,24,CSE,7,73.82,25,26,47,98,3.0,Fail,1,Yes,Yes,72.1,1319.07,Yes,2.0
STD17502,Student_17502,Female,20,CE,5,84.91,18,37,54,109,3.3,Fail,1,No,No,94.33,2236.96,Yes,4.36
STD17503,Student_17503,Male,17,CSE,6,95.2,17,33,63,113,3.3,Pass,0,No,No,21.35,5223.24,No,5.23
STD17504,Student_17504,Female,18,CSE,8,95.49,15,24,37,76,2.5,Fail,1,No,No,38.71,2038.61,Yes,2.06
STD17505,Student_17505,Female,19,CE,2,95.06,11,32,57,100,3.0,Fail,2,No,Yes,41.12,4253.85,Yes,4.58
STD17506,Student_17506,Male,22,Textile,7,100.0,15,48,36,99,3.0,Pass,0,No,No,46.57,5104.91,Yes,3.97
STD17507,Student_17507,Female,20,ME,4,90.14,28,20,63,111,3.3,Fail,1,No,No,65.12,5668.76,Yes,1.17
STD17508,Student_17508,Female,20,EEE,7,83.65,27,40,54,121,3.7,Pass,0,No,No,100.0,5096.19,Yes,3.27
